TIPO DE VICTIMA,DANE UBICACION,DEPARTAMENTO UBICACION,MUNICIPIO UBICACION,CICLO VITAL,DISCAPACIDAD,ETNIA,GENERO,PERSONAS
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 61 y 100,Sin discapacidad,Indigena,Hombre,60
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 6 y 11,Sin discapacidad,Palenquero,Hombre,2
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 12 y 17,Sin discapacidad,Palenquero,Hombre,1
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 18 y 28,Sin discapacidad,Palenquero,Hombre,1
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 29 y 60,Sin discapacidad,Palenquero,Hombre,7
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 61 y 100,Sin discapacidad,Palenquero,Hombre,1
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 6 y 11,Sin discapacidad,Gitano(a) ROM,Hombre,3
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 12 y 17,Sin discapacidad,Gitano(a) ROM,Hombre,4
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 18 y 28,Sin discapacidad,Gitano(a) ROM,Hombre,7
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 29 y 60,Sin discapacidad,Gitano(a) ROM,Hombre,7
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 61 y 100,Sin discapacidad,Gitano(a) ROM,Hombre,1
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,ND,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,13
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 0 y 5,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,13
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 6 y 11,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,53
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 12 y 17,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,74
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 18 y 28,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,173
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 29 y 60,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,342
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 61 y 100,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,196
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,ND,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,691
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,"1,537"
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,"5,264"
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,"6,391"
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,"8,955"
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,"9,406"
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,"1,893"
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 29 y 60,Con discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,1
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,ND,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,16
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 0 y 5,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,1
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 6 y 11,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,3
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 12 y 17,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,10
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 18 y 28,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,6
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 29 y 60,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,118
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 61 y 100,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,28
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,ND,Con discapacidad,Ninguna,No Informa,1
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 6 y 11,Con discapacidad,Ninguna,No Informa,2
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 12 y 17,Con discapacidad,Ninguna,No Informa,1
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 29 y 60,Con discapacidad,Ninguna,No Informa,4
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 61 y 100,Con discapacidad,Ninguna,No Informa,4
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,ND,Sin discapacidad,Ninguna,No Informa,106
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 0 y 5,Sin discapacidad,Ninguna,No Informa,7
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 6 y 11,Sin discapacidad,Ninguna,No Informa,12
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 12 y 17,Sin discapacidad,Ninguna,No Informa,18
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 18 y 28,Sin discapacidad,Ninguna,No Informa,30
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 29 y 60,Sin discapacidad,Ninguna,No Informa,104
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 61 y 100,Sin discapacidad,Ninguna,No Informa,12
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 29 y 60,Con discapacidad,Indigena,No Informa,1
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,ND,Sin discapacidad,Indigena,No Informa,1
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 0 y 5,Sin discapacidad,Indigena,No Informa,1
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 6 y 11,Sin discapacidad,Indigena,No Informa,2
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 12 y 17,Sin discapacidad,Indigena,No Informa,3
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 18 y 28,Sin discapacidad,Indigena,No Informa,2
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 29 y 60,Sin discapacidad,Indigena,No Informa,6
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 12 y 17,Con discapacidad,Negro(a) o Afrocolombiano(a),No Informa,2
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 18 y 28,Con discapacidad,Negro(a) o Afrocolombiano(a),No Informa,3
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 29 y 60,Con discapacidad,Negro(a) o Afrocolombiano(a),No Informa,11
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 61 y 100,Con discapacidad,Negro(a) o Afrocolombiano(a),No Informa,8
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,ND,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,3
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,15
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,53
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,49
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,66
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,141
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,23
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 18 y 28,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,No Informa,1
Víctimas de conflicto armado,76109,VALLE DEL CAUCA,BUENAVENTURA,entre 29 y 60,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,No Informa,2
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 61 y 100,Sin discapacidad,Ninguna,LGBTI,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,ND,Con discapacidad,Ninguna,Mujer,2
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 0 y 5,Con discapacidad,Ninguna,Mujer,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 6 y 11,Con discapacidad,Ninguna,Mujer,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 12 y 17,Con discapacidad,Ninguna,Mujer,3
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 18 y 28,Con discapacidad,Ninguna,Mujer,10
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 29 y 60,Con discapacidad,Ninguna,Mujer,42
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 61 y 100,Con discapacidad,Ninguna,Mujer,13
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,ND,Sin discapacidad,Ninguna,Mujer,450
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 0 y 5,Sin discapacidad,Ninguna,Mujer,163
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 6 y 11,Sin discapacidad,Ninguna,Mujer,380
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 12 y 17,Sin discapacidad,Ninguna,Mujer,444
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 18 y 28,Sin discapacidad,Ninguna,Mujer,793
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 29 y 60,Sin discapacidad,Ninguna,Mujer,"1,907"
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 61 y 100,Sin discapacidad,Ninguna,Mujer,499
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 29 y 60,Con discapacidad,Indigena,Mujer,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 6 y 11,Sin discapacidad,Indigena,Mujer,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 12 y 17,Sin discapacidad,Indigena,Mujer,3
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 18 y 28,Sin discapacidad,Indigena,Mujer,3
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 29 y 60,Sin discapacidad,Indigena,Mujer,8
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 12 y 17,Sin discapacidad,Gitano(a) ROM,Mujer,2
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 18 y 28,Sin discapacidad,Gitano(a) ROM,Mujer,2
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 29 y 60,Sin discapacidad,Gitano(a) ROM,Mujer,4
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 29 y 60,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 61 y 100,Con discapacidad,Negro(a) o Afrocolombiano(a),Mujer,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,ND,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,2
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,5
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,22
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,14
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,47
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,94
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,23
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 18 y 28,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Mujer,2
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 29 y 60,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Mujer,3
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,ND,Con discapacidad,Ninguna,Hombre,3
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 0 y 5,Con discapacidad,Ninguna,Hombre,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 6 y 11,Con discapacidad,Ninguna,Hombre,3
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 12 y 17,Con discapacidad,Ninguna,Hombre,6
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 18 y 28,Con discapacidad,Ninguna,Hombre,8
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 29 y 60,Con discapacidad,Ninguna,Hombre,44
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 61 y 100,Con discapacidad,Ninguna,Hombre,24
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,ND,Sin discapacidad,Ninguna,Hombre,650
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 0 y 5,Sin discapacidad,Ninguna,Hombre,158
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 6 y 11,Sin discapacidad,Ninguna,Hombre,361
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 12 y 17,Sin discapacidad,Ninguna,Hombre,456
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 18 y 28,Sin discapacidad,Ninguna,Hombre,779
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 29 y 60,Sin discapacidad,Ninguna,Hombre,"1,621"
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 61 y 100,Sin discapacidad,Ninguna,Hombre,432
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 6 y 11,Sin discapacidad,Indigena,Hombre,2
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 12 y 17,Sin discapacidad,Indigena,Hombre,2
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 18 y 28,Sin discapacidad,Indigena,Hombre,3
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 29 y 60,Sin discapacidad,Indigena,Hombre,5
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 61 y 100,Sin discapacidad,Indigena,Hombre,2
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 12 y 17,Sin discapacidad,Gitano(a) ROM,Hombre,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 18 y 28,Sin discapacidad,Gitano(a) ROM,Hombre,3
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 29 y 60,Sin discapacidad,Gitano(a) ROM,Hombre,5
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 6 y 11,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 18 y 28,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 29 y 60,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,2
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 61 y 100,Con discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,ND,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 0 y 5,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,9
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,22
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,24
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,42
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,72
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Hombre,27
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 18 y 28,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,2
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 29 y 60,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Hombre,4
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,ND,Con discapacidad,Ninguna,No Informa,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 18 y 28,Con discapacidad,Ninguna,No Informa,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 61 y 100,Con discapacidad,Ninguna,No Informa,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,ND,Sin discapacidad,Ninguna,No Informa,85
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 6 y 11,Sin discapacidad,Ninguna,No Informa,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 12 y 17,Sin discapacidad,Ninguna,No Informa,2
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 18 y 28,Sin discapacidad,Ninguna,No Informa,3
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 29 y 60,Sin discapacidad,Ninguna,No Informa,19
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 61 y 100,Sin discapacidad,Ninguna,No Informa,5
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,1
Víctimas de conflicto armado,76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),No Informa,1
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 18 y 28,Sin discapacidad,Ninguna,LGBTI,1
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,ND,Con discapacidad,Ninguna,Mujer,1
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 0 y 5,Con discapacidad,Ninguna,Mujer,1
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 6 y 11,Con discapacidad,Ninguna,Mujer,2
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 12 y 17,Con discapacidad,Ninguna,Mujer,9
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 18 y 28,Con discapacidad,Ninguna,Mujer,9
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 29 y 60,Con discapacidad,Ninguna,Mujer,31
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 61 y 100,Con discapacidad,Ninguna,Mujer,27
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,ND,Sin discapacidad,Ninguna,Mujer,193
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 0 y 5,Sin discapacidad,Ninguna,Mujer,72
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 6 y 11,Sin discapacidad,Ninguna,Mujer,257
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 12 y 17,Sin discapacidad,Ninguna,Mujer,284
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 18 y 28,Sin discapacidad,Ninguna,Mujer,452
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 29 y 60,Sin discapacidad,Ninguna,Mujer,"1,100"
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 61 y 100,Sin discapacidad,Ninguna,Mujer,290
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 12 y 17,Sin discapacidad,Indigena,Mujer,1
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 18 y 28,Sin discapacidad,Indigena,Mujer,2
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 29 y 60,Sin discapacidad,Indigena,Mujer,3
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 18 y 28,Sin discapacidad,Palenquero,Mujer,1
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 29 y 60,Sin discapacidad,Gitano(a) ROM,Mujer,2
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,ND,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,2
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 6 y 11,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,3
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 12 y 17,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,6
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 18 y 28,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,12
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 29 y 60,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,30
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 61 y 100,Sin discapacidad,Negro(a) o Afrocolombiano(a),Mujer,8
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 6 y 11,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Mujer,1
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 29 y 60,Sin discapacidad,Raizal del Archipielago de San Andres y Providencia,Mujer,1
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,ND,Con discapacidad,Ninguna,Hombre,2
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 0 y 5,Con discapacidad,Ninguna,Hombre,2
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 6 y 11,Con discapacidad,Ninguna,Hombre,3
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 12 y 17,Con discapacidad,Ninguna,Hombre,6
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 18 y 28,Con discapacidad,Ninguna,Hombre,8
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 29 y 60,Con discapacidad,Ninguna,Hombre,47
Víctimas de conflicto armado,76113,VALLE DEL CAUCA,BUGALAGRANDE,entre 61 y 100,Con discapacidad,Ninguna,Hombre,27
