FECHA	DEPARTAMENTO 	MUNICIPIO	DIA 	HORA	BARRIO	ZONA	CLASE SITIO	ARMA EMPLEADA	MOVIL AGRESOR	MOVIL VICTIMA	EDAD	SEXO	ESTADO CIVIL	PAIS NACE	CLASE EMPLEADO	PROFESIONES	ESCOLARIDAD	CODIGO DANE	2010
20/04/2010	META	VILLAVICENCIO (CT)	Martes	14:20	VAINILLA	URBANA	BILLARES	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	34	FEMENINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	SECUNDARIA	50,001,000	1
20/04/2010	META	VILLAVICENCIO (CT)	Martes	17:55	GUATAPE	URBANA	ESCENARIOS DEPORTIVOS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	37	MASCULINO	UNION LIBRE	COLOMBIA	DESEMPLEADO	NO REPORTADO	SECUNDARIA	50,001,000	1
20/04/2010	NARIÑO	EL TAMBO	Martes	7:00	VEREDA LLANOS DE MANCHABAJOY	RURAL	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	52	MASCULINO	UNION LIBRE	COLOMBIA	AGRICULTOR	NO REPORTADO	PRIMARIA	52,260,000	1
20/04/2010	NARIÑO	SAN ANDRES DE TUMACO	Martes	16:50	VDA LA VIÑA	RURAL	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	40	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	52,835,000	1
20/04/2010	NARIÑO	SAN ANDRES DE TUMACO	Martes	17:10	VIENTO LIBRE	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	38	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	52,835,000	1
20/04/2010	NORTE DE SANTANDER	CÚCUTA (CT)	Martes	0:05	BARRIO SAN LUIS	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	29	MASCULINO	SOLTERO	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	54,001,000	1
20/04/2010	SANTANDER	BARRANCABERMEJA	Martes	16:30	COMUNEROS	URBANA	ESTADERO	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	30	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	68,081,000	1
20/04/2010	VALLE	CALI (CT)	Martes	12:30	INV. BRISAS DE COMUNEROS  E15	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	52	MASCULINO	CASADO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	76,001,000	1
20/04/2010	VALLE	CALI (CT)	Martes	19:00	EL VERGEL E13	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	20	FEMENINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	76,001,000	1
20/04/2010	VALLE	CALI (CT)	Martes	19:10	COMPARTIR E21	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	30	MASCULINO	UNION LIBRE	COLOMBIA	DESEMPLEADO	NO REPORTADO	PRIMARIA	76,001,000	1
20/04/2010	VALLE	CALI (CT)	Martes	21:00	REPUBLICA ISRAEL E16	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	30	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	76,001,000	1
20/04/2010	VALLE	CARTAGO	Martes	18:55	SAN JERONIMO	URBANA	BARES, CANTINAS Y SIMILARES	ARMA DE FUEGO	A PIE	A PIE	36	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	76,147,000	1
20/04/2010	VALLE	GUADALAJARA DE BUGA	Martes	15:00	BALBOA	URBANA	FRENTE A RESIDENCIAS - VIA PUBLICA	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	53	MASCULINO	UNION LIBRE	COLOMBIA	AGRICULTOR	NO REPORTADA	PRIMARIA	76,111,000	1
20/04/2010	VALLE	PALMIRA	Martes	21:15	POMONA	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	40	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	SECUNDARIA	76,520,000	1
20/04/2010	VALLE	TULUÁ	Martes	4:54	El Centro	URBANA	PLAZAS DE MERCADO	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	30	MASCULINO	SOLTERO	COLOMBIA	COMERCIANTE	NO REPORTADA	SECUNDARIA	76,834,000	1
21/04/2010	ANTIOQUIA	CAUCASIA	Miércoles	14:25	CARACOLI	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	44	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	5,154,000	1
21/04/2010	ANTIOQUIA	MEDELLÍN (CT)	Miércoles	21:10	PEDREGAL C-6	URBANA	PARQUES	ARMA DE FUEGO	A PIE	A PIE	15	MASCULINO	SOLTERO	COLOMBIA	ESTUDIANTE	NO REPORTADO	SECUNDARIA	5,001,000	1
21/04/2010	ANTIOQUIA	MEDELLÍN (CT)	Miércoles	23:00	NUEVOS CONQUISTADORES C-13	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	14	MASCULINO	SOLTERO	COLOMBIA	DELINCUENCIA	NO REPORTADO	PRIMARIA	5,001,000	1
21/04/2010	ARAUCA	TAME	Miércoles	18:54	LA LIBERTAD	RURAL	FINCAS Y SIMILARES	ARMA DE FUEGO	A PIE	A PIE	26	MASCULINO	UNION LIBRE	COLOMBIA	AGRICULTOR	NO REPORTADO	PRIMARIA	81,794,000	1
21/04/2010	ATLÁNTICO	BARRANQUILLA (CT)	Miércoles	11:00	CIUDAD MODESTO	URBANA	ESTADERO	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	19	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	SECUNDARIA	8,001,000	1
21/04/2010	ATLÁNTICO	BARRANQUILLA (CT)	Miércoles	11:00	CIUDAD MODESTO	URBANA	ESTADERO	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	48	MASCULINO	UNION LIBRE	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	8,001,000	1
21/04/2010	ATLÁNTICO	GALAPA	Miércoles	22:20	CENTRO	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	25	MASCULINO	SOLTERO	COLOMBIA	INDEPENDIENTE	NO REPORTADO	SECUNDARIA	8,296,000	1
21/04/2010	ATLÁNTICO	SOLEDAD	Miércoles	22:45	VILLA KATANGA	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	18	MASCULINO	UNION LIBRE	COLOMBIA	ESTUDIANTE	NO REPORTADO	SECUNDARIA	8,758,000	1
21/04/2010	BOLÍVAR	CARTAGENA (CT)	Miércoles	1:00	NELSON MANDELA	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	CONDUCTOR TAXI	41	MASCULINO	UNION LIBRE	COLOMBIA	SINDICALISTA	NO REPORTADO	SECUNDARIA	13,001,000	1
21/04/2010	BOLÍVAR	CARTAGENA (CT)	Miércoles	3:00	BAZURTO	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	23	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	13,001,000	1
21/04/2010	CALDAS	SAMANÁ	Miércoles	16:40	VDA SANTA MARTA	RURAL	FONDAS	ARMA DE FUEGO	A PIE	A PIE	68	MASCULINO	CASADO	COLOMBIA	AGRICULTOR	NO REPORTADA	PRIMARIA	17,662,000	1
21/04/2010	CAQUETÁ	MORELIA	Miércoles	15:00	VDA.  LA ESPERANZA	RURAL	FINCAS Y SIMILARES	ARMA DE FUEGO	A PIE	A PIE	7	MASCULINO	SOLTERO	COLOMBIA	ESTUDIANTE	NO REPORTADO	PRIMARIA	18,479,000	1
21/04/2010	CAQUETÁ	MORELIA	Miércoles	15:00	VDA.  LA ESPERANZA	RURAL	FINCAS Y SIMILARES	ARMA DE FUEGO	A PIE	A PIE	8	MASCULINO	SOLTERO	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	18,479,000	1
21/04/2010	CAQUETÁ	MORELIA	Miércoles	15:00	VDA.  LA ESPERANZA	RURAL	FINCAS Y SIMILARES	ARMA DE FUEGO	A PIE	A PIE	40	MASCULINO	UNION LIBRE	COLOMBIA	AGRICULTOR	NO REPORTADO	PRIMARIA	18,479,000	1
21/04/2010	CASANARE	MONTERREY	Miércoles	20:31	VILLA DEL PRADO	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	NO REPORTADO	NO REPORTADO	26	FEMENINO	SOLTERO	COLOMBIA	AMA DE CASA	NO REPORTADO	SECUNDARIA	85,162,000	1
21/04/2010	CAUCA	POPAYÁN (CT)	Miércoles	0:15	EL MIRADOR	URBANA	CANCHA DE FUTBOL	ARMA DE FUEGO	A PIE	A PIE	30	MASCULINO	UNION LIBRE	COLOMBIA	COMERCIANTE	NO REPORTADO	SECUNDARIA	19,001,000	1
21/04/2010	CAUCA	POPAYÁN (CT)	Miércoles	0:40	COLOMBIA II ETAPA	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	32	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	19,001,000	1
21/04/2010	CÓRDOBA	TIERRALTA	Miércoles	17:30	-	RURAL	TROCHA	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	35	MASCULINO	UNION LIBRE	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	23,807,000	1
21/04/2010	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Miércoles	15:34	LOURDES E-2	URBANA	OFICINAS	ARMA DE FUEGO	A PIE	A PIE	41	FEMENINO	SOLTERO	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	11,001,000	1
21/04/2010	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Miércoles	23:20	LA GLORIA E-4	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	25	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	PRIMARIA	11,001,000	1
21/04/2010	CUNDINAMARCA	SOACHA	Miércoles	0:28	LOS OLIVOS II	URBANA	FRENTE A RESIDENCIAS - VIA PUBLICA	ARMA DE FUEGO	A PIE	A PIE	49	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	PRIMARIA	25,754,000	1
21/04/2010	GUAJIRA	MAICAO	Miércoles	18:00	-	URBANA	HOSPITALES	ARMA DE FUEGO	A PIE	A PIE	24	MASCULINO	UNION LIBRE	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	44,430,000	1
21/04/2010	MAGDALENA	CIÉNAGA	Miércoles	10:30	CENTRO	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	31	MASCULINO	UNION LIBRE	COLOMBIA	INDEPENDIENTE	NO REPORTADO	SECUNDARIA	47,189,000	1
21/04/2010	META	VILLAVICENCIO (CT)	Miércoles	20:08	VILLA DEL SOL	URBANA	FRENTE A RESIDENCIAS - VIA PUBLICA	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	11	FEMENINO	SOLTERO	COLOMBIA	ESTUDIANTE	NO REPORTADO	SECUNDARIA	50,001,000	1
21/04/2010	NORTE DE SANTANDER	CÚCUTA (CT)	Miércoles	14:00	BARRIO AEROPUERTO	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	CONDUCTOR MOTOCICLETA	34	MASCULINO	UNION LIBRE	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	54,001,000	1
21/04/2010	NORTE DE SANTANDER	LA PLAYA	Miércoles	11:20	VEREDA ALGARROBOS	RURAL	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	45	MASCULINO	CASADO	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	54,398,000	1
21/04/2010	NORTE DE SANTANDER	VILLA DEL ROSARIO	Miércoles	14:00	VILLA ANTIGUA	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	38	MASCULINO	CASADO	COLOMBIA	COMERCIANTE	NO REPORTADO	SECUNDARIA	54,874,000	1
21/04/2010	PUTUMAYO	PUERTO ASÍS	Miércoles	22:00	OBRERO	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	30	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADA	PRIMARIA	86,568,000	1
21/04/2010	RISARALDA	LA VIRGINIA	Miércoles	7:05	LA MAGDALENA	URBANA	CASAS DE HABITACION	ARMA DE FUEGO	NO REPORTADO	NO REPORTADO	29	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	66,400,000	1
21/04/2010	RISARALDA	PEREIRA (CT)	Miércoles	9:30	LAURELES II	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	42	FEMENINO	UNION LIBRE	COLOMBIA	AMA DE CASA	NO REPORTADO	PRIMARIA	66,001,000	1
21/04/2010	RISARALDA	SANTA ROSA DE CABAL	Miércoles	3:20	B. BELEN/VILLA AMPARO	URBANA	VIAS PUBLICAS	ARMA BLANCA	NO REPORTADO	A PIE	14	FEMENINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	66,682,000	1
21/04/2010	SANTANDER	BARRANCABERMEJA	Miércoles	8:30	KENNEDY	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	36	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	68,081,000	1
21/04/2010	SANTANDER	BUCARAMANGA (CT)	Miércoles	2:57	MODELO	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	54	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	PRIMARIA	68,001,000	1
21/04/2010	SANTANDER	EL CARMEN DE CHUCURÍ	Miércoles	18:40	VRDA LAS DELICIAS	RURAL	FINCAS Y SIMILARES	ARMA BLANCA	A PIE	A PIE	37	MASCULINO	CASADO	COLOMBIA	AGRICULTOR	NO REPORTADO	PRIMARIA	68,235,000	1
21/04/2010	TOLIMA	MARIQUITA	Miércoles	14:10	-	RURAL	FINCAS Y SIMILARES	ARMA DE FUEGO	A PIE	A PIE	32	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	73,443,000	1
21/04/2010	VALLE	CALI (CT)	Miércoles	7:30	EL PEÑON E3	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	39	FEMENINO	VIUDO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	76,001,000	1
21/04/2010	VALLE	CALI (CT)	Miércoles	12:30	DIAMANTE E13	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	39	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	76,001,000	1
21/04/2010	VALLE	CALI (CT)	Miércoles	18:15	OLIMPICO E10	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	34	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	76,001,000	1
21/04/2010	VALLE	CALI (CT)	Miércoles	18:45	EL POBLADO II E13	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	67	MASCULINO	CASADO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	76,001,000	1
21/04/2010	VALLE	CALI (CT)	Miércoles	20:40	LA GRAN COLOMBIA E11	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	38	MASCULINO	CASADO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	76,001,000	1
21/04/2010	VALLE	CALI (CT)	Miércoles	20:50	MOJICA E15	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	16	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	SECUNDARIA	76,001,000	1
21/04/2010	VALLE	YOTOCO	Miércoles	19:20	CGTO MEDIA CANOA	RURAL	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	68	MASCULINO	SOLTERO	COLOMBIA	INDEPENDIENTE	NO REPORTADA	PRIMARIA	76,890,000	1
21/04/2010	VALLE	ZARZAL	Miércoles	21:52	VIA ZARZAL LA VICTORIA	RURAL	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	59	MASCULINO	CASADO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	76,895,000	1
22/04/2010	ANTIOQUIA	BELLO	Jueves	22:55	ANDALUCIA	URBANA	INTERIOR VEHICULO SERVICIO PUBLICO	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	CONDUCTOR TAXI	26	MASCULINO	SOLTERO	COLOMBIA	INDEPENDIENTE	NO REPORTADO	SECUNDARIA	5,088,000	1
22/04/2010	ANTIOQUIA	CAUCASIA	Jueves	1:30	LAS GAVIOTAS	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	42	MASCULINO	UNION LIBRE	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	5,154,000	1
22/04/2010	ANTIOQUIA	ITAGUI	Jueves	17:40	SAN PIO	URBANA	FRENTE A RESIDENCIAS - VIA PUBLICA	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	CONDUCTOR MOTOCICLETA	31	MASCULINO	UNION LIBRE	COLOMBIA	DESEMPLEADO	NO REPORTADO	SECUNDARIA	5,360,000	1
22/04/2010	ANTIOQUIA	ITAGUI	Jueves	20:51	LA CRUZ	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	41	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	PRIMARIA	5,360,000	1
22/04/2010	ANTIOQUIA	ITAGUI	Jueves	21:10	VDA. EL PEDREGAL	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	39	MASCULINO	UNION LIBRE	NO REPORTADO	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	5,360,000	1
22/04/2010	ANTIOQUIA	MEDELLÍN (CT)	Jueves	7:30	SANTA MONICA C-12	URBANA	FRENTE A RESIDENCIAS - VIA PUBLICA	ARMA DE FUEGO	A PIE	A PIE	45	MASCULINO	SOLTERO	COLOMBIA	SINDICALISTA	ABOGADO	SUPERIOR	5,001,000	1
22/04/2010	ANTIOQUIA	MEDELLÍN (CT)	Jueves	18:25	EL SOCORRO C-13	URBANA	INTERIOR VEHICULO PARTICULAR	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	VEHICULO	48	MASCULINO	CASADO	COLOMBIA	EMPLEADO PARTICULAR	ODONTOLOGO	SECUNDARIA	5,001,000	1
22/04/2010	ARAUCA	SARAVENA	Jueves	15:20	SAN LUIS	URBANA	RESTAURANTES	ARMA DE FUEGO	A PIE	A PIE	25	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	PRIMARIA	81,736,000	1
22/04/2010	ARAUCA	SARAVENA	Jueves	15:20	SAN LUIS	URBANA	RESTAURANTES	ARMA DE FUEGO	A PIE	A PIE	42	MASCULINO	UNION LIBRE	COLOMBIA	DESEMPLEADO	NO REPORTADO	PRIMARIA	81,736,000	1
22/04/2010	ATLÁNTICO	SABANALARGA	Jueves	17:10	KENNEDY	URBANA	BILLARES	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	16	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	ANALFABETA	8,638,000	1
22/04/2010	ATLÁNTICO	SOLEDAD	Jueves	15:23	LOS ALMENDROS	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	41	MASCULINO	UNION LIBRE	COLOMBIA	INDEPENDIENTE	NO REPORTADO	SECUNDARIA	8,758,000	1
22/04/2010	CALDAS	LA MERCED	Jueves	1:10	CENTRO	URBANA	PARQUES	ARMA DE FUEGO	A PIE	A PIE	22	MASCULINO	SOLTERO	COLOMBIA	INDEPENDIENTE	NO REPORTADO	SECUNDARIA	17,388,000	1
22/04/2010	CALDAS	PENSILVANIA	Jueves	16:40	VDA GUACAS	RURAL	FINCAS Y SIMILARES	CONTUNDENTES	A PIE	A PIE	45	MASCULINO	SOLTERO	COLOMBIA	AGRICULTOR	NO REPORTADO	PRIMARIA	17,541,000	1
22/04/2010	CAUCA	ARGELIA	Jueves	13:40	VDA LAS PERLAS	RURAL	FINCAS Y SIMILARES	ARMA DE FUEGO	A PIE	A PIE	37	MASCULINO	SOLTERO	COLOMBIA	AGRICULTOR	NO REPORTADO	SECUNDARIA	19,050,000	1
22/04/2010	CHOCÓ	QUIBDÓ (CT)	Jueves	20:30	PARAISO	URBANA	CASAS DE HABITACION	ARMA DE FUEGO	NO REPORTADO	NO REPORTADO	38	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	27,001,000	1
22/04/2010	CÓRDOBA	MONTELÍBANO	Jueves	2:30	CINCUENTA	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	38	MASCULINO	UNION LIBRE	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	23,466,000	1
22/04/2010	CÓRDOBA	TIERRALTA	Jueves	19:30	-	RURAL	TROCHA	ARMA DE FUEGO	A PIE	A PIE	40	MASCULINO	CASADO	COLOMBIA	EDUCADOR	NO REPORTADO	SUPERIOR	23,807,000	1
22/04/2010	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Jueves	1:06	TINTAL    E-8	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	25	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	11,001,000	1
22/04/2010	MAGDALENA	SITIONUEVO	Jueves	23:30	-	RURAL	ESTADERO	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	37	MASCULINO	UNION LIBRE	COLOMBIA	COMERCIANTE	NO REPORTADO	PRIMARIA	47,745,000	1
22/04/2010	META	ACACÍAS	Jueves	18:20	VEREDA ESMERALDA	RURAL	BARES, CANTINAS Y SIMILARES	ARMA DE FUEGO	A PIE	A PIE	22	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	50,006,000	1
22/04/2010	META	ACACÍAS	Jueves	22:30	VEREDA LA CECILITA	RURAL	INTERIOR VEHICULO PARTICULAR	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	VEHICULO	30	MASCULINO	UNION LIBRE	COLOMBIA	GANADERO	NO REPORTADO	SECUNDARIA	50,006,000	1
22/04/2010	META	VILLAVICENCIO (CT)	Jueves	1:00	MALVINAS	URBANA	CASAS DE HABITACION	ARMA DE FUEGO	A PIE	A PIE	32	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	ANALFABETA	50,001,000	1
22/04/2010	META	VILLAVICENCIO (CT)	Jueves	15:25	ESTERO	URBANA	CASAS DE HABITACION	ARMA DE FUEGO	A PIE	A PIE	19	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	SECUNDARIA	50,001,000	1
22/04/2010	META	VILLAVICENCIO (CT)	Jueves	15:25	ESTERO	URBANA	CASAS DE HABITACION	ARMA DE FUEGO	A PIE	A PIE	29	FEMENINO	CASADO	COLOMBIA	AMA DE CASA	NO REPORTADO	SECUNDARIA	50,001,000	1
22/04/2010	NARIÑO	SAN ANDRES DE TUMACO	Jueves	9:30	VDA LA BRAVA	RURAL	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	42	MASCULINO	CASADO	COLOMBIA	AGRICULTOR	NO REPORTADO	PRIMARIA	52,835,000	1
22/04/2010	NORTE DE SANTANDER	PAMPLONA	Jueves	20:30	BARRIO LOS TANQUES	URBANA	PARQUES	ARMA BLANCA	A PIE	A PIE	25	MASCULINO	CASADO	COLOMBIA	INDEPENDIENTE	NO REPORTADO	SECUNDARIA	54,518,000	1
22/04/2010	NORTE DE SANTANDER	VILLA DEL ROSARIO	Jueves	2:10	BARRIO SANTANDER	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	63	MASCULINO	SOLTERO	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	54,874,000	1
22/04/2010	RISARALDA	PEREIRA (CT)	Jueves	15:40	VDA. LA FLORIDA	RURAL	CASAS DE HABITACION	ARMA DE FUEGO	A PIE	A PIE	38	MASCULINO	UNION LIBRE	COLOMBIA	AGRICULTOR	NO REPORTADO	PRIMARIA	66,001,000	1
22/04/2010	RISARALDA	PEREIRA (CT)	Jueves	20:40	HERNANDO VELEZ MARULANDA	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	18	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	66,001,000	1
22/04/2010	SUCRE	SINCELEJO (CT)	Jueves	21:50	AV. LAS PEÑITAS	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	24	MASCULINO	CASADO	COLOMBIA	COMERCIANTE	NO REPORTADO	SECUNDARIA	70,001,000	1
22/04/2010	TOLIMA	IBAGUÉ (CT)	Jueves	15:38	CARTAGENA	URBANA	QUEBRADA	ARMA DE FUEGO	A PIE	A PIE	39	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	PRIMARIA	73,001,000	1
22/04/2010	TOLIMA	PLANADAS	Jueves	16:00	VRDA. BILBAO	RURAL	FINCAS Y SIMILARES	ARMA DE FUEGO	A PIE	A PIE	31	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PUBLICO	NO REPORTADO	SECUNDARIA	73,555,000	1
22/04/2010	VALLE	CALI (CT)	Jueves	1:35	LA FLORESTA E8	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	VEHICULO	A PIE	35	MASCULINO	SOLTERO	NO REPORTADO	DESEMPLEADO	NO REPORTADO	PRIMARIA	76,001,000	1
22/04/2010	VALLE	CALI (CT)	Jueves	18:39	POTRERO GRANDE E21	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	33	MASCULINO	UNION LIBRE	COLOMBIA	DESEMPLEADO	NO REPORTADO	SECUNDARIA	76,001,000	1
